TransactionID,CustomerID,TransactionDate,TransactionType,Amount,ProductCategory,ProductSubcategory,BranchCity,BranchLat,BranchLong,Channel,Currency,CreditCardFees,InsuranceFees,LatePaymentAmount,CustomerScore,MonthlyIncome,CustomerSegment,RecommendedOffer
4107,6552,2024-03-23 00:00:00,Withdrawal,4644.927402,Mortgage,Business,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,593,8898.93,High Income Segment,Exclusive Platinum Package
4108,1627,2025-02-20 00:00:00,Card Payment,3401.859174,Savings Account,Business,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,457,9342.69,High Income Segment,Premium Investment Services
4109,7589,2024-05-23 00:00:00,Card Payment,10700.89108,Mortgage,Gold,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,396,2796.66,Low Income Segment,Financial Literacy Program Access
4110,3044,2023-05-08 00:00:00,Withdrawal,7671.757998,Checking Account,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,712,7668.72,High Income Segment,Premium Investment Services
4111,3341,2025-03-14 00:00:00,Card Payment,3479.827592,Savings Account,Platinum,Barcelona,41.3874,2.1686,Branch,USD,0,0,0,747,1919.88,Low Income Segment,No-Fee Basic Account
4112,6884,2025-03-19 00:00:00,Withdrawal,1201.749152,Savings Account,Gold,Seville,37.3891,-5.9845,Mobile,EUR,0,0,0,539,8912.91,High Income Segment,Premium Investment Services
4113,9185,2024-03-20 00:00:00,Deposit,756.4695781,Loan,Platinum,Murcia,37.9847,-1.1287,ATM,EUR,0,88.96,0,358,9158.55,High Income Segment,Premium Investment Services
4114,1249,2023-08-30 00:00:00,Fee,3207.753838,Loan,Student,Murcia,37.9847,-1.1287,Online,EUR,0,66.85,0,804,4130.87,Middle Income Segment,Personal Loan Cashback Offer
4115,3925,2025-04-16 00:00:00,Fee,3388.626683,Mortgage,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,484,9501.18,High Income Segment,Exclusive Platinum Package
4116,6043,2024-03-23 00:00:00,Withdrawal,1163.92638,Loan,Standard,Murcia,37.9847,-1.1287,Branch,EUR,0,42.54,0,636,1053.72,Low Income Segment,Financial Literacy Program Access
4117,1974,2025-02-25 00:00:00,Loan Payment,6629.610168,Mortgage,Student,Seville,37.3891,-5.9845,Online,EUR,0,0,184.82,700,5455.14,Middle Income Segment,Mid-tier Savings Booster
4118,8192,2023-08-20 00:00:00,Fee,1440.807074,Savings Account,Student,Madrid,40.4168,-3.7038,Mobile,USD,0,0,0,804,9679.05,High Income Segment,Premium Investment Services
4119,3672,2023-10-19 00:00:00,Transfer,4614.781588,Savings Account,Platinum,Murcia,37.9847,-1.1287,ATM,USD,0,0,0,699,3597.06,Middle Income Segment,Mid-tier Savings Booster
4120,8279,2024-04-08 00:00:00,Fee,3154.299239,Checking Account,Student,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,325,1682.95,Low Income Segment,Financial Literacy Program Access
4121,8531,2025-01-13 00:00:00,Fee,6836.734968,Checking Account,Business,Seville,37.3891,-5.9845,Online,EUR,0,0,0,662,2049.46,Low Income Segment,Financial Literacy Program Access
4122,9662,2023-03-22 00:00:00,Transfer,3817.113829,Loan,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0,53.66,0,547,5150.47,Middle Income Segment,Personal Loan Cashback Offer
4123,2987,2024-09-06 00:00:00,Withdrawal,4148.36774,Savings Account,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,556,4819.24,Middle Income Segment,Mid-tier Savings Booster
4124,1090,2023-06-02 00:00:00,Withdrawal,6780.352546,Mortgage,Business,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,764,6168.64,Middle Income Segment,Mid-tier Savings Booster
4125,9721,2023-06-16 00:00:00,Transfer,413.7891696,Loan,Student,Murcia,37.9847,-1.1287,Branch,EUR,0,92.6,0,680,2641.61,Low Income Segment,Financial Literacy Program Access
4126,5059,2024-12-30 00:00:00,Fee,3801.213413,Checking Account,Platinum,Madrid,40.4168,-3.7038,Branch,USD,0,0,0,805,8722.87,High Income Segment,Premium Investment Services
4127,3773,2023-12-15 00:00:00,Card Payment,2225.644436,Credit Card,Platinum,Barcelona,41.3874,2.1686,ATM,USD,44,0,0,566,2989.93,Low Income Segment,Financial Literacy Program Access
4128,9383,2024-04-17 00:00:00,Fee,4591.18343,Mortgage,Standard,Madrid,40.4168,-3.7038,Online,EUR,0,0,0,818,3860.47,Middle Income Segment,Mid-tier Savings Booster
4129,8409,2024-06-16 00:00:00,Withdrawal,6696.984953,Credit Card,Platinum,Murcia,37.9847,-1.1287,ATM,EUR,26.25,0,0,749,8880.67,High Income Segment,Exclusive Platinum Package
4130,5440,2023-10-18 00:00:00,Card Payment,6580.38514,Loan,Platinum,Zaragoza,41.6488,-0.8891,Online,USD,0,91.29,0,783,2349.64,Low Income Segment,Financial Literacy Program Access
4131,8347,2024-07-13 00:00:00,Deposit,11034.75863,Loan,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,43.01,0,582,6235.94,Middle Income Segment,Personal Loan Cashback Offer
4132,2008,2023-07-02 00:00:00,Withdrawal,9155.47299,Credit Card,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,6.97,0,0,313,5746.88,Middle Income Segment,Gold Card with Travel Benefits
4133,4783,2024-05-29 00:00:00,Transfer,8583.039792,Loan,Platinum,Zaragoza,41.6488,-0.8891,Branch,EUR,0,33.82,0,676,5182.89,Middle Income Segment,Personal Loan Cashback Offer
4134,7646,2025-04-25 00:00:00,Card Payment,10723.70281,Loan,Student,Madrid,40.4168,-3.7038,Mobile,EUR,0,61.26,0,432,5838.43,Middle Income Segment,Personal Loan Cashback Offer
4135,5298,2024-10-25 00:00:00,Deposit,977.0568521,Savings Account,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,847,2275.26,Low Income Segment,No-Fee Basic Account
4136,5668,2024-02-24 00:00:00,Deposit,1194.898195,Mortgage,Gold,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,704,3895.11,Middle Income Segment,Mid-tier Savings Booster
4137,5287,2024-05-16 00:00:00,Transfer,2601.661733,Checking Account,Gold,Madrid,40.4168,-3.7038,ATM,USD,0,0,0,513,3618.9,Middle Income Segment,Mid-tier Savings Booster
4138,3052,2025-01-31 00:00:00,Card Payment,1628.05897,Savings Account,Standard,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,345,8263.81,High Income Segment,Premium Investment Services
4139,7009,2023-05-15 00:00:00,Loan Payment,8262.21226,Loan,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0,18.2,54.98,623,6728.72,Middle Income Segment,Personal Loan Cashback Offer
4140,2716,2024-01-20 00:00:00,Withdrawal,6554.287062,Checking Account,Gold,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,618,9456.37,High Income Segment,Premium Investment Services
4141,1310,2024-06-15 00:00:00,Fee,3694.936387,Loan,Business,Madrid,40.4168,-3.7038,Online,EUR,0,80.42,0,669,3190.52,Middle Income Segment,Personal Loan Cashback Offer
4142,5538,2024-09-11 00:00:00,Card Payment,6337.646453,Mortgage,Business,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,659,1466.87,Low Income Segment,Financial Literacy Program Access
4143,2260,2024-07-28 00:00:00,Withdrawal,1314.276649,Loan,Standard,Zaragoza,41.6488,-0.8891,Online,EUR,0,86.67,0,819,3515.34,Middle Income Segment,Personal Loan Cashback Offer
4144,4932,2024-01-06 00:00:00,Transfer,4042.880903,Credit Card,Business,Valencia,39.4699,-0.3763,Branch,EUR,12.75,0,0,494,3939.3,Middle Income Segment,Gold Card with Travel Benefits
4145,1584,2025-02-25 00:00:00,Fee,2104.874853,Credit Card,Platinum,Barcelona,41.3874,2.1686,ATM,EUR,31.61,0,0,561,4100.53,Middle Income Segment,Gold Card with Travel Benefits
4146,8616,2023-09-20 00:00:00,Loan Payment,3746.947984,Credit Card,Standard,Malaga,36.7213,-4.4214,Online,EUR,45.26,0,44.83,494,9096.03,High Income Segment,Exclusive Platinum Package
4147,9551,2025-03-04 00:00:00,Transfer,2612.396631,Credit Card,Platinum,Barcelona,41.3874,2.1686,ATM,EUR,11.95,0,0,403,9546.31,High Income Segment,Exclusive Platinum Package
4148,3866,2024-09-15 00:00:00,Withdrawal,6307.888869,Checking Account,Student,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,676,1283.8,Low Income Segment,Financial Literacy Program Access
4149,6898,2024-02-29 00:00:00,Deposit,49.48354452,Credit Card,Business,Barcelona,41.3874,2.1686,Branch,EUR,6.39,0,0,725,1819.38,Low Income Segment,Financial Literacy Program Access
4150,3011,2023-12-13 00:00:00,Transfer,4213.755941,Loan,Platinum,Murcia,37.9847,-1.1287,Branch,EUR,0,3.41,0,433,2563.87,Low Income Segment,Financial Literacy Program Access
4151,7251,2024-08-10 00:00:00,Transfer,4834.760167,Savings Account,Student,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,566,8183.28,High Income Segment,Premium Investment Services
4152,5939,2023-02-11 00:00:00,Withdrawal,8434.638899,Loan,Business,Bilbao,43.263,-2.935,Online,EUR,0,71.97,0,451,5496.57,Middle Income Segment,Personal Loan Cashback Offer
4153,5006,2024-05-09 00:00:00,Loan Payment,9590.370451,Loan,Business,Barcelona,41.3874,2.1686,Online,EUR,0,30.71,183.11,797,6527.01,Middle Income Segment,Personal Loan Cashback Offer
4154,2625,2024-09-15 00:00:00,Withdrawal,10678.28359,Loan,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0,37.98,0,350,2245.72,Low Income Segment,Financial Literacy Program Access
4155,1890,2024-09-17 00:00:00,Withdrawal,4500.723933,Loan,Gold,Malaga,36.7213,-4.4214,Online,EUR,0,40.53,0,539,6463.81,Middle Income Segment,Personal Loan Cashback Offer
4156,7078,2023-09-26 00:00:00,Loan Payment,333.5966858,Savings Account,Gold,Bilbao,43.263,-2.935,Branch,EUR,0,0,21.01,480,2059.65,Low Income Segment,No-Fee Basic Account
4157,8036,2024-01-14 00:00:00,Loan Payment,4022.839041,Credit Card,Platinum,Bilbao,43.263,-2.935,Mobile,USD,33.76,0,120.93,525,8214.07,High Income Segment,Exclusive Platinum Package
4158,9923,2023-09-24 00:00:00,Transfer,9730.44511,Mortgage,Standard,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,544,7238.11,High Income Segment,Exclusive Platinum Package
4159,4961,2024-11-16 00:00:00,Deposit,2896.305562,Checking Account,Gold,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,801,1315.96,Low Income Segment,Financial Literacy Program Access
4160,3504,2024-02-13 00:00:00,Withdrawal,2238.962047,Savings Account,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,502,1133.19,Low Income Segment,No-Fee Basic Account
4161,9806,2024-07-09 00:00:00,Deposit,4118.534134,Savings Account,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,817,4760.14,Middle Income Segment,Mid-tier Savings Booster
4162,4806,2024-10-06 00:00:00,Loan Payment,185.560943,Savings Account,Gold,Bilbao,43.263,-2.935,Online,EUR,0,0,162.51,645,2520.96,Low Income Segment,No-Fee Basic Account
4163,7100,2023-02-23 00:00:00,Loan Payment,2615.308066,Checking Account,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,152.55,364,7567.46,High Income Segment,Premium Investment Services
4164,2719,2024-10-18 00:00:00,Withdrawal,6070.691645,Loan,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0,84.75,0,560,7192.78,High Income Segment,Premium Investment Services
4165,7686,2023-09-23 00:00:00,Transfer,2338.498045,Checking Account,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,414,2589.5,Low Income Segment,Financial Literacy Program Access
4166,2587,2023-05-08 00:00:00,Withdrawal,2226.59165,Savings Account,Student,Zaragoza,41.6488,-0.8891,Branch,EUR,0,0,0,710,2898.08,Low Income Segment,No-Fee Basic Account
4167,8000,2023-05-31 00:00:00,Transfer,4995.902648,Loan,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,63.83,0,515,5400.82,Middle Income Segment,Personal Loan Cashback Offer
4168,1896,2024-01-06 00:00:00,Fee,4608.895673,Savings Account,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,795,9493.09,High Income Segment,Premium Investment Services
4169,6558,2024-03-28 00:00:00,Transfer,7355.027133,Mortgage,Student,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,354,6636.32,Middle Income Segment,Mid-tier Savings Booster
4170,9469,2023-06-06 00:00:00,Withdrawal,4664.168861,Credit Card,Platinum,Valencia,39.4699,-0.3763,Online,EUR,30.59,0,0,558,5100.75,Middle Income Segment,Gold Card with Travel Benefits
4171,5647,2024-12-27 00:00:00,Withdrawal,2496.517692,Credit Card,Gold,Madrid,40.4168,-3.7038,Branch,EUR,17.1,0,0,351,9267.17,High Income Segment,Exclusive Platinum Package
4172,3432,2024-10-23 00:00:00,Transfer,235.8206689,Savings Account,Standard,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,371,6997.06,Middle Income Segment,Mid-tier Savings Booster
4173,4904,2024-10-26 00:00:00,Deposit,3727.144546,Loan,Standard,Malaga,36.7213,-4.4214,Online,EUR,0,10.55,0,357,5652.27,Middle Income Segment,Personal Loan Cashback Offer
4174,7837,2024-11-09 00:00:00,Transfer,419.8943328,Mortgage,Gold,Madrid,40.4168,-3.7038,Online,EUR,0,0,0,412,1486.76,Low Income Segment,Financial Literacy Program Access
4175,2449,2024-02-20 00:00:00,Fee,12321.43497,Mortgage,Business,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,627,9178.82,High Income Segment,Exclusive Platinum Package
4176,5500,2024-04-30 00:00:00,Fee,2546.393935,Loan,Student,Madrid,40.4168,-3.7038,Online,EUR,0,71.6,0,636,9195.26,High Income Segment,Premium Investment Services
4177,6454,2025-02-24 00:00:00,Deposit,11314.84793,Loan,Standard,Bilbao,43.263,-2.935,Mobile,EUR,0,57.41,0,704,4278.39,Middle Income Segment,Personal Loan Cashback Offer
4178,5117,2024-03-29 00:00:00,Fee,13200.57429,Mortgage,Gold,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,507,6322.38,Middle Income Segment,Mid-tier Savings Booster
4179,9869,2024-03-01 00:00:00,Withdrawal,6504.860861,Credit Card,Business,Barcelona,41.3874,2.1686,ATM,EUR,24.27,0,0,430,8163.88,High Income Segment,Exclusive Platinum Package
4180,3028,2024-12-22 00:00:00,Deposit,8438.132767,Credit Card,Platinum,Bilbao,43.263,-2.935,Branch,EUR,2.15,0,0,714,1520.74,Low Income Segment,Financial Literacy Program Access
4181,7845,2025-01-02 00:00:00,Deposit,13082.67131,Mortgage,Platinum,Seville,37.3891,-5.9845,Online,EUR,0,0,0,590,1810.02,Low Income Segment,Financial Literacy Program Access
4182,4758,2025-01-31 00:00:00,Deposit,6055.618854,Checking Account,Platinum,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,353,5195.52,Middle Income Segment,Mid-tier Savings Booster
4183,6904,2023-04-13 00:00:00,Card Payment,7575.411685,Mortgage,Gold,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,816,8536.53,High Income Segment,Exclusive Platinum Package
4184,5624,2023-04-28 00:00:00,Transfer,4739.138994,Savings Account,Student,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,647,4859.04,Middle Income Segment,Mid-tier Savings Booster
4185,9848,2023-11-14 00:00:00,Transfer,6378.085608,Checking Account,Gold,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,640,1603.69,Low Income Segment,Financial Literacy Program Access
4186,1165,2023-08-19 00:00:00,Deposit,1587.536928,Loan,Business,Malaga,36.7213,-4.4214,Online,EUR,0,71.73,0,624,9179.83,High Income Segment,Premium Investment Services
4187,5591,2023-07-26 00:00:00,Fee,6265.232895,Mortgage,Student,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,686,1277.56,Low Income Segment,Financial Literacy Program Access
4188,1589,2023-11-08 00:00:00,Card Payment,8048.200695,Mortgage,Platinum,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,627,9533.71,High Income Segment,Exclusive Platinum Package
4189,5524,2025-01-07 00:00:00,Card Payment,4131.992733,Checking Account,Standard,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,370,8220.27,High Income Segment,Premium Investment Services
4190,3821,2023-09-15 00:00:00,Withdrawal,5664.27487,Mortgage,Standard,Zaragoza,41.6488,-0.8891,Branch,USD,0,0,0,547,8036.91,High Income Segment,Exclusive Platinum Package
4191,7509,2023-11-22 00:00:00,Withdrawal,2654.193377,Savings Account,Standard,Murcia,37.9847,-1.1287,Mobile,USD,0,0,0,815,1343.47,Low Income Segment,No-Fee Basic Account
4192,8693,2024-06-11 00:00:00,Transfer,918.4533202,Credit Card,Business,Murcia,37.9847,-1.1287,Online,EUR,7.87,0,0,709,9128.87,High Income Segment,Exclusive Platinum Package
4193,1071,2024-12-24 00:00:00,Loan Payment,9768.03758,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,10.11,327,8374.97,High Income Segment,Exclusive Platinum Package
4194,4580,2024-09-22 00:00:00,Deposit,4873.468898,Credit Card,Standard,Murcia,37.9847,-1.1287,ATM,EUR,38.05,0,0,489,7518.86,High Income Segment,Exclusive Platinum Package
4195,8962,2023-12-03 00:00:00,Loan Payment,9782.452263,Loan,Student,Seville,37.3891,-5.9845,Online,EUR,0,35.52,127.36,704,4511.21,Middle Income Segment,Personal Loan Cashback Offer
4196,1268,2024-11-22 00:00:00,Withdrawal,8613.186828,Loan,Standard,Zaragoza,41.6488,-0.8891,Online,EUR,0,5.64,0,362,7737.23,High Income Segment,Premium Investment Services
4197,3462,2025-02-04 00:00:00,Transfer,1693.478946,Mortgage,Business,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,724,4882.59,Middle Income Segment,Mid-tier Savings Booster
4198,2015,2023-09-27 00:00:00,Transfer,4362.616241,Loan,Standard,Seville,37.3891,-5.9845,Online,EUR,0,5.09,0,498,3942.04,Middle Income Segment,Personal Loan Cashback Offer
4199,8984,2023-08-26 00:00:00,Transfer,10973.93191,Mortgage,Business,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,626,5209.49,Middle Income Segment,Mid-tier Savings Booster
4200,1406,2025-04-07 00:00:00,Transfer,3301.664552,Credit Card,Business,Zaragoza,41.6488,-0.8891,Mobile,EUR,18.5,0,0,545,5547.5,Middle Income Segment,Gold Card with Travel Benefits
4201,8384,2024-02-17 00:00:00,Transfer,4424.016466,Checking Account,Student,Valencia,39.4699,-0.3763,ATM,EUR,0,0,0,776,3045.46,Middle Income Segment,Mid-tier Savings Booster
4202,7049,2023-01-21 00:00:00,Deposit,14323.40163,Mortgage,Business,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,607,8935.5,High Income Segment,Exclusive Platinum Package
4203,7169,2024-03-07 00:00:00,Card Payment,630.390414,Checking Account,Gold,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,559,6068.95,Middle Income Segment,Mid-tier Savings Booster
4204,8982,2025-04-07 00:00:00,Loan Payment,1869.194678,Credit Card,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,13.54,0,147.81,784,8814.75,High Income Segment,Exclusive Platinum Package
4205,1985,2023-03-15 00:00:00,Card Payment,4706.062125,Credit Card,Business,Zaragoza,41.6488,-0.8891,Mobile,EUR,12.91,0,0,618,2993.24,Low Income Segment,Financial Literacy Program Access
4206,5485,2023-06-25 00:00:00,Withdrawal,5760.273214,Checking Account,Gold,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,786,5837.05,Middle Income Segment,Mid-tier Savings Booster
4207,9901,2023-11-30 00:00:00,Withdrawal,4928.606767,Mortgage,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,724,4752.61,Middle Income Segment,Mid-tier Savings Booster
4208,3618,2024-02-26 00:00:00,Card Payment,922.835234,Checking Account,Standard,Malaga,36.7213,-4.4214,Branch,USD,0,0,0,386,4537.57,Middle Income Segment,Mid-tier Savings Booster
4209,7289,2023-08-17 00:00:00,Transfer,4715.225172,Mortgage,Student,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,699,4303.69,Middle Income Segment,Mid-tier Savings Booster
4210,7928,2024-08-06 00:00:00,Transfer,9607.282463,Mortgage,Standard,Madrid,40.4168,-3.7038,Branch,EUR,0,0,0,769,4993.34,Middle Income Segment,Mid-tier Savings Booster
4211,6368,2024-06-27 00:00:00,Card Payment,6181.827942,Checking Account,Student,Zaragoza,41.6488,-0.8891,Online,EUR,0,0,0,473,2122.21,Low Income Segment,Financial Literacy Program Access
4212,5621,2024-06-19 00:00:00,Transfer,9556.672149,Credit Card,Standard,Malaga,36.7213,-4.4214,Branch,EUR,47.43,0,0,677,4903.59,Middle Income Segment,Gold Card with Travel Benefits
4213,8566,2023-01-07 00:00:00,Card Payment,3798.829204,Savings Account,Standard,Seville,37.3891,-5.9845,Online,EUR,0,0,0,643,3156.75,Middle Income Segment,Mid-tier Savings Booster
4214,5670,2024-10-31 00:00:00,Fee,6118.383063,Loan,Gold,Barcelona,41.3874,2.1686,Mobile,EUR,0,88.47,0,375,2647.92,Low Income Segment,Financial Literacy Program Access
4215,8658,2024-12-23 00:00:00,Withdrawal,1463.118681,Savings Account,Platinum,Malaga,36.7213,-4.4214,ATM,EUR,0,0,0,513,2622.47,Low Income Segment,No-Fee Basic Account
4216,2003,2023-08-07 00:00:00,Transfer,9073.016718,Credit Card,Gold,Seville,37.3891,-5.9845,Online,USD,41.05,0,0,435,9388.4,High Income Segment,Exclusive Platinum Package
4217,8504,2025-02-22 00:00:00,Loan Payment,6638.754667,Loan,Standard,Bilbao,43.263,-2.935,Branch,EUR,0,15.84,31.28,356,3788.74,Middle Income Segment,Personal Loan Cashback Offer
4218,3466,2023-06-09 00:00:00,Fee,5373.57512,Checking Account,Platinum,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,554,8118.74,High Income Segment,Premium Investment Services
4219,2939,2023-11-03 00:00:00,Deposit,2359.194325,Savings Account,Standard,Seville,37.3891,-5.9845,Online,EUR,0,0,0,382,9873.44,High Income Segment,Premium Investment Services
4220,2635,2025-04-26 00:00:00,Fee,3618.666376,Mortgage,Standard,Malaga,36.7213,-4.4214,Online,EUR,0,0,0,367,9230.69,High Income Segment,Exclusive Platinum Package
4221,9095,2024-06-29 00:00:00,Fee,5354.199724,Credit Card,Platinum,Malaga,36.7213,-4.4214,ATM,USD,1.62,0,0,348,2204.02,Low Income Segment,Financial Literacy Program Access
4222,7265,2023-05-11 00:00:00,Fee,8216.909338,Credit Card,Gold,Bilbao,43.263,-2.935,Mobile,EUR,49.88,0,0,398,4237.8,Middle Income Segment,Gold Card with Travel Benefits
4223,2895,2024-12-24 00:00:00,Loan Payment,3755.408799,Credit Card,Business,Bilbao,43.263,-2.935,Branch,EUR,44.35,0,192.83,737,2301.63,Low Income Segment,Financial Literacy Program Access
4224,7524,2024-07-02 00:00:00,Withdrawal,3337.303659,Savings Account,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,641,7426.08,High Income Segment,Premium Investment Services
4225,2073,2024-08-12 00:00:00,Transfer,645.3746543,Mortgage,Business,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,406,1975.05,Low Income Segment,Financial Literacy Program Access
4226,6184,2025-03-03 00:00:00,Loan Payment,4671.82508,Savings Account,Gold,Valencia,39.4699,-0.3763,ATM,EUR,0,0,7.19,360,6006.14,Middle Income Segment,Mid-tier Savings Booster
4227,3402,2025-02-04 00:00:00,Loan Payment,14452.34544,Mortgage,Business,Barcelona,41.3874,2.1686,Branch,EUR,0,0,137.44,697,8089.63,High Income Segment,Exclusive Platinum Package
4228,5895,2024-11-05 00:00:00,Card Payment,4804.007083,Loan,Gold,Malaga,36.7213,-4.4214,Branch,EUR,0,59.65,0,409,9047.99,High Income Segment,Premium Investment Services
4229,8331,2024-04-05 00:00:00,Transfer,3890.265485,Checking Account,Business,Murcia,37.9847,-1.1287,Branch,EUR,0,0,0,492,7290.65,High Income Segment,Premium Investment Services
4230,2956,2023-11-14 00:00:00,Card Payment,1578.915344,Credit Card,Business,Valencia,39.4699,-0.3763,Online,EUR,30.2,0,0,686,3768.42,Middle Income Segment,Gold Card with Travel Benefits
4231,8023,2023-11-02 00:00:00,Card Payment,2935.296954,Mortgage,Standard,Seville,37.3891,-5.9845,Mobile,EUR,0,0,0,798,4077.6,Middle Income Segment,Mid-tier Savings Booster
4232,4907,2025-05-13 00:00:00,Fee,3005.143535,Savings Account,Platinum,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,456,3715.28,Middle Income Segment,Mid-tier Savings Booster
4233,1807,2023-07-27 00:00:00,Card Payment,3129.396192,Savings Account,Platinum,Madrid,40.4168,-3.7038,Online,EUR,0,0,0,479,1013.67,Low Income Segment,No-Fee Basic Account
4234,9378,2023-10-24 00:00:00,Deposit,3347.793114,Credit Card,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,14.33,0,0,759,3385.04,Middle Income Segment,Gold Card with Travel Benefits
4235,5827,2024-01-16 00:00:00,Fee,3664.599306,Credit Card,Standard,Barcelona,41.3874,2.1686,Branch,USD,17.71,0,0,369,9524.31,High Income Segment,Exclusive Platinum Package
4236,5524,2023-11-13 00:00:00,Fee,4956.394672,Credit Card,Business,Valencia,39.4699,-0.3763,Online,EUR,25.95,0,0,701,1388.41,Low Income Segment,Financial Literacy Program Access
4237,3284,2025-03-21 00:00:00,Card Payment,11669.59708,Loan,Gold,Murcia,37.9847,-1.1287,Mobile,EUR,0,76.76,0,770,6218.25,Middle Income Segment,Personal Loan Cashback Offer
4238,6313,2023-09-21 00:00:00,Card Payment,1173.639243,Checking Account,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,408,7942.22,High Income Segment,Premium Investment Services
4239,1757,2023-11-10 00:00:00,Withdrawal,8224.392118,Mortgage,Business,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,772,6132.95,Middle Income Segment,Mid-tier Savings Booster
4240,5887,2024-11-07 00:00:00,Fee,578.3480965,Credit Card,Standard,Barcelona,41.3874,2.1686,Branch,USD,1.35,0,0,344,9790.34,High Income Segment,Exclusive Platinum Package
4241,4854,2023-08-23 00:00:00,Deposit,6837.434097,Mortgage,Gold,Seville,37.3891,-5.9845,Online,EUR,0,0,0,419,3838.01,Middle Income Segment,Mid-tier Savings Booster
4242,4558,2025-01-25 00:00:00,Loan Payment,1984.326404,Savings Account,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,88.43,699,2766.49,Low Income Segment,No-Fee Basic Account
4243,1961,2024-01-07 00:00:00,Card Payment,1286.927202,Checking Account,Standard,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,528,3482.62,Middle Income Segment,Mid-tier Savings Booster
4244,4847,2024-02-09 00:00:00,Fee,1285.344228,Checking Account,Gold,Malaga,36.7213,-4.4214,Branch,USD,0,0,0,421,8147.43,High Income Segment,Premium Investment Services
4245,7726,2025-04-24 00:00:00,Loan Payment,6714.584348,Mortgage,Business,Murcia,37.9847,-1.1287,ATM,EUR,0,0,144.19,436,6100.62,Middle Income Segment,Mid-tier Savings Booster
4246,4575,2023-02-18 00:00:00,Card Payment,635.8184534,Savings Account,Gold,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,318,4390.82,Middle Income Segment,Mid-tier Savings Booster
4247,3418,2023-08-09 00:00:00,Withdrawal,1473.892898,Savings Account,Standard,Murcia,37.9847,-1.1287,ATM,EUR,0,0,0,725,2915.6,Low Income Segment,No-Fee Basic Account
